Дата проверки,Основная категория,Категории совпадения,Регион,Название,Тип,Ссылка,Username / invite,Подписчики/участники,Комментарии открыты,Можно публиковать бесплатно,Условия публикации,Контакты администратора,Активность канала/чата,Последняя активность,Описание,Источник данных,TGStat/каталог карточка,Source URL(s),Поисковые запросы
2026-07-05,Мототехника,Мототехника; Чаты купли-продажи,Не указано / другой регион,MOTODROM | МОТО БАРАХОЛКА ДНР ДОНЕЦК | ЧАТ,чат/группа,https://t.me/motodromdnr,motodromdnr,3944,"да, это чат/группа",неизвестно,В открытой web-карточке условия публикации не указаны.,не указаны в web-карточке,средний размер аудитории; фактическая активность постов/онлайн не проверена web-источником,не удалось проверить без Telegram API / просмотра t.me/s,,tg-cat public search,https://tg-cat.com/@motodromdnr,https://tg-cat.com/?search=%D0%BC%D0%BE%D1%82%D0%BE%20%D0%B1%D0%B0%D1%80%D0%B0%D1%85%D0%BE%D0%BB%D0%BA%D0%B0&type=supergroup&lang=en,мото барахолка
2026-07-05,Чаты купли-продажи,Чаты купли-продажи,Не указано / другой регион,Авто продажа Ireland,чат/группа,https://t.me/cars_ireland,cars_ireland,3904,"да, это чат/группа",неизвестно,В открытой web-карточке условия публикации не указаны.,не указаны в web-карточке,средний размер аудитории; фактическая активность постов/онлайн не проверена web-источником,не удалось проверить без Telegram API / просмотра t.me/s,,tg-cat public search,https://tg-cat.com/@cars_ireland,https://tg-cat.com/?search=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B6%D0%B0%20%D0%B0%D0%B2%D1%82%D0%BE&type=supergroup&lang=en,продажа авто
2026-07-05,Чаты купли-продажи,Чаты купли-продажи,Россия / не указано точнее,АВТОРЫНОК МАХАЧКАЛА,чат/группа,https://t.me/avtorinokdag05,avtorinokdag05,3903,"да, это чат/группа",неизвестно,В открытой web-карточке условия публикации не указаны.,не указаны в web-карточке,средний размер аудитории; фактическая активность постов/онлайн не проверена web-источником,не удалось проверить без Telegram API / просмотра t.me/s,"🚗 Добро пожаловать на авторынок Махачкала! ❗ Здесь вы найдете все правила покупки и продажи автомобилей по России. 📌 Не забудьте указать до 10 фото, подробное описание, город и контакты. Присоединяйтесь к нам и сдел",tg-cat public search,https://tg-cat.com/@avtorinokdag05,https://tg-cat.com/?search=%D0%B0%D0%B2%D1%82%D0%BE%D1%80%D1%8B%D0%BD%D0%BE%D0%BA&type=supergroup&lang=en,авторынок
2026-07-05,Чаты купли-продажи,Чаты купли-продажи,Не указано / другой регион,АВТОРЫНОК КАЗАНЬ АВТО ТАТАРСТАН,канал,https://t.me/avtotatarstan,avtotatarstan,3893,не удалось проверить web-источником,по согласованию / неясно,"Есть контакт/упоминание размещения, но бесплатность не подтверждена.",не указаны в web-карточке,средний размер аудитории; фактическая активность постов/онлайн не проверена web-источником,не удалось проверить без Telegram API / просмотра t.me/s,Добро пожаловать на канал «Авторыно́к Казань Авто Татарстан»! 🚗✨ Здесь вы найдете все самые свежие объявления о продаже автомобилей в Казани и Татарстане. Ищете новый автомобиль или хотите продать свой? Просто отправляйте свои объявления Админу,tg-cat public search,https://tg-cat.com/@avtotatarstan,https://tg-cat.com/?search=%D0%B0%D0%B2%D1%82%D0%BE%D1%80%D1%8B%D0%BD%D0%BE%D0%BA&type=channel&lang=en,авторынок
2026-07-05,Мототехника,Мототехника; Обмен автомобилей; Чаты купли-продажи,Не указано / другой регион,АВТО/МОТО/ВЕЛО/С|Х ТЕХНИКА🚘ПОКУПКА🛵 ПРОДАЖА 🛞ЗАПЧАСТИ Н...,чат/группа,https://t.me/avtoproddnr,avtoproddnr,3851,"да, это чат/группа",неизвестно,В открытой web-карточке условия публикации не указаны.,не указаны в web-карточке,средний размер аудитории; фактическая активность постов/онлайн не проверена web-источником,не удалось проверить без Telegram API / просмотра t.me/s,"Добро пожаловать в наше автомобильное и мотосообщество! 🚘🛵 Здесь, в группе, вас ждёт увлекательный мир покупки и продажи автомобилей, мотоциклов и запчастей в ДНР, ЛНР, Запорожской и Херсонской",tg-cat public search,https://tg-cat.com/@avtoproddnr,https://tg-cat.com/?search=%D0%BE%D0%B1%D0%BC%D0%B5%D0%BD%20%D0%B0%D0%B2%D1%82%D0%BE%D0%BC%D0%BE%D0%B1%D0%B8%D0%BB%D0%B5%D0%B9&type=supergroup&lang=en; https://tg-cat.com/?search=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B6%D0%B0%20%D0%BC%D0%BE%D1%82%D0%BE&type=supergroup&lang=en,обмен автомобилей; продажа мото
2026-07-05,Авторынки Москвы,Чаты купли-продажи,Не указано / другой регион,Grigoriy_avto |ВЫКУП/ПРОДАЖА/ПОДБОР авто,канал,https://t.me/Grigoriy_avto,Grigoriy_avto,3842,не удалось проверить web-источником,неизвестно,В открытой web-карточке условия публикации не указаны.,не указаны в web-карточке,средний размер аудитории; фактическая активность постов/онлайн не проверена web-источником,не удалось проверить без Telegram API / просмотра t.me/s,🚗 Добро пожаловать на канал Grigoriy_avto! Здесь вы найдете срочный выкуп и продажу автомобилей только с честной историей. Мы предлагаем профессиональный подбор и максимальную информацию о каждом авто. Не упустите возможность найти идеальное транспортное средство! Звоните,tg-cat public search,https://tg-cat.com/@Grigoriy_avto,https://tg-cat.com/?search=%D0%B0%D0%B2%D1%82%D0%BE%20%D0%BC%D0%BE%D1%81%D0%BA%D0%B2%D0%B0&type=channel&lang=en; https://tg-cat.com/?search=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B6%D0%B0%20%D0%B0%D0%B2%D1%82%D0%BE%20%D0%BC%D0%BE%D1%81%D0%BA%D0%B2%D0%B0&type=channel&lang=en; https://tg-cat.com/?search=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B6%D0%B0%20%D0%B0%D0%B2%D1%82%D0%BE&type=channel&lang=en,авто москва; продажа авто; продажа авто москва
2026-07-05,Чаты купли-продажи,Чаты купли-продажи,Не указано / другой регион,Авторынок Воронеж область,чат/группа,https://t.me/dpsvrn36,dpsvrn36,3797,"да, это чат/группа",неизвестно,В открытой web-карточке условия публикации не указаны.,не указаны в web-карточке,средний размер аудитории; фактическая активность постов/онлайн не проверена web-источником,не удалось проверить без Telegram API / просмотра t.me/s,,tg-cat public search,https://tg-cat.com/@dpsvrn36,https://tg-cat.com/?search=%D0%B0%D0%B2%D1%82%D0%BE%D1%80%D1%8B%D0%BD%D0%BE%D0%BA&type=supergroup&lang=en,авторынок
2026-07-05,Мототехника,Мототехника; Чаты купли-продажи,Не указано / другой регион,АВТО-МОТО рынок Скадовск,чат/группа,https://t.me/avtorinokskadovsk,avtorinokskadovsk,3794,"да, это чат/группа",неизвестно,В открытой web-карточке условия публикации не указаны.,не указаны в web-карточке,средний размер аудитории; фактическая активность постов/онлайн не проверена web-источником,не удалось проверить без Telegram API / просмотра t.me/s,,tg-cat public search,https://tg-cat.com/@avtorinokskadovsk,https://tg-cat.com/?search=%D0%BC%D0%BE%D1%82%D0%BE&type=supergroup&lang=en,мото
2026-07-05,Чаты купли-продажи,Чаты купли-продажи,Не указано / другой регион,Авторынок Новосибирск 154 ( Продажа авто 54 ),чат/группа,https://t.me/vykup_avto_nsk_54,vykup_avto_nsk_54,3794,"да, это чат/группа",неизвестно,В открытой web-карточке условия публикации не указаны.,не указаны в web-карточке,средний размер аудитории; фактическая активность постов/онлайн не проверена web-источником,не удалось проверить без Telegram API / просмотра t.me/s,"Добро пожаловать в авторынок Новосибирска 154! 🚗 Здесь вы сможете найти и продать любые автомобили без лишних хлопот — не нужно никаких документов, кредитов или запретов! Мы заботимся о том, чтобы правила были одинаковыми для всех участников, поэтому только автомобили",tg-cat public search,https://tg-cat.com/@vykup_avto_nsk_54,https://tg-cat.com/?search=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B6%D0%B0%20%D0%B0%D0%B2%D1%82%D0%BE&type=supergroup&lang=en,продажа авто
2026-07-05,Чаты купли-продажи,Чаты купли-продажи,Не указано / другой регион,KARBERI.RU- Подбор/Импорт/Продажа авто,канал,https://t.me/karberi_auto,karberi_auto,3677,не удалось проверить web-источником,неизвестно,В открытой web-карточке условия публикации не указаны.,не указаны в web-карточке,средний размер аудитории; фактическая активность постов/онлайн не проверена web-источником,не удалось проверить без Telegram API / просмотра t.me/s,"Добро пожаловать на канал KARBERI.RU — ваше надежное руководство в мире автомобилей! 🚗✨ Здесь мы поможем вам подобрать идеальное авто, проведем выездную диагностику и предложим лучшие условия для покупки или продажи вашего автомобиля. 💰 Хотите обновить свой",tg-cat public search,https://tg-cat.com/@karberi_auto,https://tg-cat.com/?search=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B6%D0%B0%20%D0%B0%D0%B2%D1%82%D0%BE&type=channel&lang=en,продажа авто
2026-07-05,Чаты купли-продажи,Чаты купли-продажи,Не указано / другой регион,Воронеж Авторынок,канал,https://t.me/auto_voronezh36,auto_voronezh36,3675,не удалось проверить web-источником,по согласованию / неясно,"Есть контакт/упоминание размещения, но бесплатность не подтверждена.",не указаны в web-карточке,средний размер аудитории; фактическая активность постов/онлайн не проверена web-источником,не удалось проверить без Telegram API / просмотра t.me/s,🌟 Добро пожаловать на канал «Воронеж Авторынок»! 🌟 Здесь вы найдете актуальные объявления и свежие новости авторынка Воронежа и Черноземья! 🚗💨 Хотите поделиться информацией или связаться с администрацией? Нап,tg-cat public search,https://tg-cat.com/@auto_voronezh36,https://tg-cat.com/?search=%D0%B0%D0%B2%D1%82%D0%BE%D1%80%D1%8B%D0%BD%D0%BE%D0%BA&type=channel&lang=en,авторынок
2026-07-05,Авто ниже рынка,Авто ниже рынка; Чаты купли-продажи,Не указано / другой регион,Перекупы 174 🤝💵,чат/группа,https://t.me/perekup7,perekup7,3657,"да, это чат/группа",неизвестно,В открытой web-карточке условия публикации не указаны.,не указаны в web-карточке,средний размер аудитории; фактическая активность постов/онлайн не проверена web-источником,не удалось проверить без Telegram API / просмотра t.me/s,"Группа ""Перекупы 174"" — это сообщество в Instagram, посвященное автомобилям, где публикуются предложения о продаже авто по низким ценам. Участники могут обсуждать и делиться информацией, связанных с автомобилями, без ограничений.",tg-cat public search,https://tg-cat.com/@perekup7,https://tg-cat.com/?search=%D0%B0%D0%B2%D1%82%D0%BE%20%D0%BF%D0%BE%20%D0%BD%D0%B8%D0%B7%D1%83%20%D1%80%D1%8B%D0%BD%D0%BA%D0%B0&type=supergroup&lang=en; https://tg-cat.com/?search=%D0%BF%D0%BE%20%D0%BD%D0%B8%D0%B7%D1%83%20%D1%80%D1%8B%D0%BD%D0%BA%D0%B0&type=supergroup&lang=en,авто по низу рынка; по низу рынка
2026-07-05,Мототехника,Мототехника; Чаты купли-продажи,Не указано / другой регион,🏍Мото 🏍барахолка🏍Мелитополь,чат/группа,https://t.me/melitopolmoto,melitopolmoto,3599,"да, это чат/группа",неизвестно,В открытой web-карточке условия публикации не указаны.,не указаны в web-карточке,средний размер аудитории; фактическая активность постов/онлайн не проверена web-источником,не удалось проверить без Telegram API / просмотра t.me/s,,tg-cat public search,https://tg-cat.com/@melitopolmoto,https://tg-cat.com/?search=%D0%BC%D0%BE%D1%82%D0%BE%20%D0%B1%D0%B0%D1%80%D0%B0%D1%85%D0%BE%D0%BB%D0%BA%D0%B0&type=supergroup&lang=en,мото барахолка
2026-07-05,Чаты купли-продажи,Чаты купли-продажи,Не указано / другой регион,МАЙАМИ АВТО ПРОДАЖА / АРЕНДА,чат/группа,https://t.me/auto_miami,auto_miami,3576,"да, это чат/группа",по согласованию / неясно,"Есть контакт/упоминание размещения, но бесплатность не подтверждена.",@theylon24,средний размер аудитории; фактическая активность постов/онлайн не проверена web-источником,не удалось проверить без Telegram API / просмотра t.me/s,"Группа ""МАЙАМИ АВТО ПРОДАЖА / АРЕНДА"" предлагает объявления о продаже, аренде, ремонте и услугах для автомобилей в Майами. Это канал номер один в регионе, администратор - @theylon24.",tg-cat public search,https://tg-cat.com/@auto_miami,https://tg-cat.com/?search=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B6%D0%B0%20%D0%B0%D0%B2%D1%82%D0%BE&type=supergroup&lang=en,продажа авто
2026-07-05,Мототехника,Мототехника; Чаты купли-продажи,Россия / не указано точнее,Продажа/покупка авто по России,чат/группа,https://t.me/auto_salerf,auto_salerf,3565,"да, это чат/группа",по согласованию / неясно,"Есть контакт/упоминание размещения, но бесплатность не подтверждена.","@admart1, @reklama_vchate",средний размер аудитории; фактическая активность постов/онлайн не проверена web-источником,не удалось проверить без Telegram API / просмотра t.me/s,"Группа для продажи и покупки автомобилей, мотоциклов и другой техники в России. Вопросы размещения рекламы можно адресовать @admart1. Правила группы находятся по ссылке, реклама в других группах - @reklama_vchate.",tg-cat public search,https://tg-cat.com/@auto_salerf,https://tg-cat.com/?search=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B6%D0%B0%20%D0%B0%D0%B2%D1%82%D0%BE&type=supergroup&lang=en; https://tg-cat.com/?search=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B6%D0%B0%20%D0%BC%D0%BE%D1%82%D0%BE&type=supergroup&lang=en,продажа авто; продажа мото
2026-07-05,Обмен автомобилей,Обмен автомобилей; Чаты купли-продажи,Не указано / другой регион,Азовский Авторынок🚘⚓ Продай авто (Донецк ДНР Мариуполь ...,чат/группа,https://t.me/azowavto,azowavto,3533,"да, это чат/группа",неизвестно,В открытой web-карточке условия публикации не указаны.,не указаны в web-карточке,средний размер аудитории; фактическая активность постов/онлайн не проверена web-источником,не удалось проверить без Telegram API / просмотра t.me/s,"Группа ""Азовский Авторынок"" предлагает купить, продать или обменять автомобили в Donetsk, Mariupol, Lugansk, Berdyansk, Primorsk, Krasnodar, Melitopol и Крым.",tg-cat public search,https://tg-cat.com/@azowavto,https://tg-cat.com/?search=%D0%BE%D0%B1%D0%BC%D0%B5%D0%BD%20%D0%B0%D0%B2%D1%82%D0%BE&type=supergroup&lang=en,обмен авто
2026-07-05,Мототехника,Мототехника; Обмен автомобилей; Чаты купли-продажи,Не указано / другой регион,Автобарахолка Острова Сахалин,чат/группа,https://t.me/avto_barakholkasakh,avto_barakholkasakh,3509,"да, это чат/группа",неизвестно,В открытой web-карточке условия публикации не указаны.,не указаны в web-карточке,средний размер аудитории; фактическая активность постов/онлайн не проверена web-источником,не удалось проверить без Telegram API / просмотра t.me/s,"🚗🌴 Автобарахолка Острова Сахалин! 🌴🚗 Присоединяйтесь к нам для продажи и обмена автомобилей, спецтехники и мотоциклов на Сахалине. Запчасти тоже в наличии! Обращаем",tg-cat public search,https://tg-cat.com/@avto_barakholkasakh,https://tg-cat.com/?search=%D0%BC%D0%BE%D1%82%D0%BE%D1%82%D0%B5%D1%85%D0%BD%D0%B8%D0%BA%D0%B0&type=supergroup&lang=en; https://tg-cat.com/?search=%D0%BE%D0%B1%D0%BC%D0%B5%D0%BD%20%D0%B0%D0%B2%D1%82%D0%BE%D0%BC%D0%BE%D0%B1%D0%B8%D0%BB%D0%B5%D0%B9&type=supergroup&lang=en,мототехника; обмен автомобилей
2026-07-05,Авто ниже рынка,Авто ниже рынка,Не указано / другой регион,Тачка за сотку Казань,канал,https://t.me/kazan_avto_100t,kazan_avto_100t,3509,не удалось проверить web-источником,неизвестно,В открытой web-карточке условия публикации не указаны.,не указаны в web-карточке,средний размер аудитории; фактическая активность постов/онлайн не проверена web-источником,не удалось проверить без Telegram API / просмотра t.me/s,"**Описание канала ""Тачка за сотку Казань""** Добро пожаловать на канал ""Тачка за сотку Казань""! Здесь вы найдете все необходимое для успешной продажи или покупки автомобиля в Казани. Мы предлагаем: ✅ Прямую продажу вашего авто",tg-cat public search,https://tg-cat.com/@kazan_avto_100t,https://tg-cat.com/?search=%D0%B0%D0%B2%D1%82%D0%BE%20%D0%BD%D0%B8%D0%B6%D0%B5%20%D1%80%D1%8B%D0%BD%D0%BA%D0%B0&type=channel&lang=en; https://tg-cat.com/?search=%D0%BD%D0%B8%D0%B6%D0%B5%20%D1%80%D1%8B%D0%BD%D0%BA%D0%B0%20%D0%B0%D0%B2%D1%82%D0%BE&type=channel&lang=en,авто ниже рынка; ниже рынка авто
2026-07-05,Обмен автомобилей,Обмен автомобилей; Чаты купли-продажи,Не указано / другой регион,Авторынок Алматы до 5млн тг,чат/группа,https://t.me/avtorynokalmaty5mln,avtorynokalmaty5mln,3499,"да, это чат/группа",неизвестно,В открытой web-карточке условия публикации не указаны.,не указаны в web-карточке,средний размер аудитории; фактическая активность постов/онлайн не проверена web-источником,не удалось проверить без Telegram API / просмотра t.me/s,"🚗 **Авторынок Алматы до 5 млн тг!** 🚗 Ищете, где купить, продать или обменять автомобиль в Алматы и области? Мы предлагаем полный спектр услуг! Запчасти и реклама — только без ссылок. Присоединяйтесь",tg-cat public search,https://tg-cat.com/@avtorynokalmaty5mln,https://tg-cat.com/?search=%D0%BE%D0%B1%D0%BC%D0%B5%D0%BD%20%D0%B0%D0%B2%D1%82%D0%BE%D0%BC%D0%BE%D0%B1%D0%B8%D0%BB%D0%B5%D0%B9&type=supergroup&lang=en,обмен автомобилей
2026-07-05,Чаты купли-продажи,Чаты купли-продажи,Не указано / другой регион,Авторынок Красноярск 24,чат/группа,https://t.me/avtorynok_krasnoyarsk_24,avtorynok_krasnoyarsk_24,3427,"да, это чат/группа",неизвестно,В открытой web-карточке условия публикации не указаны.,не указаны в web-карточке,средний размер аудитории; фактическая активность постов/онлайн не проверена web-источником,не удалось проверить без Telegram API / просмотра t.me/s,,tg-cat public search,https://tg-cat.com/@avtorynok_krasnoyarsk_24,https://tg-cat.com/?search=%D0%B0%D0%B2%D1%82%D0%BE%D1%80%D1%8B%D0%BD%D0%BE%D0%BA&type=supergroup&lang=en,авторынок
2026-07-05,Чаты купли-продажи,Чаты купли-продажи,Не указано / другой регион,"Авторынок , автобазар, авто барахолка Донецк Луганск, М...",чат/группа,https://t.me/avto_moto_donbass,avto_moto_donbass,3425,"да, это чат/группа",неизвестно,В открытой web-карточке условия публикации не указаны.,не указаны в web-карточке,средний размер аудитории; фактическая активность постов/онлайн не проверена web-источником,не удалось проверить без Telegram API / просмотра t.me/s,,tg-cat public search,https://tg-cat.com/@avto_moto_donbass,https://tg-cat.com/?search=%D0%B0%D0%B2%D1%82%D0%BE%20%D0%B1%D0%B0%D1%80%D0%B0%D1%85%D0%BE%D0%BB%D0%BA%D0%B0&type=supergroup&lang=en,авто барахолка
2026-07-05,Чаты купли-продажи,Чаты купли-продажи,Не указано / другой регион,"Авторынок поволжье Татарстан , Чувашии ,",чат/группа,https://t.me/avtorinok121,avtorinok121,3416,"да, это чат/группа",да / есть указание в описании,В описании есть слово “бесплатно/бесплатная”.,не указаны в web-карточке,средний размер аудитории; фактическая активность постов/онлайн не проверена web-источником,не удалось проверить без Telegram API / просмотра t.me/s,"Добро пожаловать на авторынок Чебоксары, Чувашия! 🚗✨ Здесь вы найдете первый авторынок в Чувашии, где размещение автомобилей абсолютно бесплатное. Наша платформа создана для удобства покупки и продажи автомобилей, где каждый может найти",tg-cat public search,https://tg-cat.com/@avtorinok121,https://tg-cat.com/?search=%D0%B0%D0%B2%D1%82%D0%BE%D1%80%D1%8B%D0%BD%D0%BE%D0%BA&type=supergroup&lang=en,авторынок
2026-07-05,Чаты купли-продажи,Чаты купли-продажи,Не указано / другой регион,Авто Барахолка «Движ Париж 86» ХМАО,чат/группа,https://t.me/baraholka_parizh_xmao,baraholka_parizh_xmao,3370,"да, это чат/группа",неизвестно,В открытой web-карточке условия публикации не указаны.,не указаны в web-карточке,средний размер аудитории; фактическая активность постов/онлайн не проверена web-источником,не удалось проверить без Telegram API / просмотра t.me/s,"Добро пожаловать в авто барахолку «Движ Париж 86» — идеальное место для всех автолюбителей Ханты-Мансийского автономного округа! Здесь каждый может найти то, что ищет, будь то автозапчасти, транспортные средства",tg-cat public search,https://tg-cat.com/@baraholka_parizh_xmao,https://tg-cat.com/?search=%D0%B0%D0%B2%D1%82%D0%BE%20%D0%B1%D0%B0%D1%80%D0%B0%D1%85%D0%BE%D0%BB%D0%BA%D0%B0&type=supergroup&lang=en,авто барахолка
2026-07-05,Авто ниже рынка,Авто ниже рынка; Мототехника; Чаты купли-продажи,Не указано / другой регион,Perekypchino_96 Chat,чат/группа,https://t.me/perekupchino_96,perekupchino_96,3335,"да, это чат/группа",по согласованию / неясно,"Есть контакт/упоминание размещения, но бесплатность не подтверждена.",не указаны в web-карточке,средний размер аудитории; фактическая активность постов/онлайн не проверена web-источником,не удалось проверить без Telegram API / просмотра t.me/s,"Чат Perekypchino_96 предназначен для перекупов. Здесь размещаются объявления строго ниже рыночной стоимости на авто, мото, колеса и запчасти. Участники должны уважать друг друга.",tg-cat public search,https://tg-cat.com/@perekupchino_96,https://tg-cat.com/?search=%D0%B0%D0%B2%D1%82%D0%BE%20%D0%BD%D0%B8%D0%B6%D0%B5%20%D1%80%D1%8B%D0%BD%D0%BA%D0%B0&type=supergroup&lang=en; https://tg-cat.com/?search=%D0%BD%D0%B8%D0%B6%D0%B5%20%D1%80%D1%8B%D0%BD%D0%BA%D0%B0%20%D0%B0%D0%B2%D1%82%D0%BE&type=supergroup&lang=en,авто ниже рынка; ниже рынка авто
2026-07-05,Мототехника,Мототехника; Чаты купли-продажи,Не указано / другой регион,"Барахолка BMW. Мотоциклы, Запчасти, Услуги. https://vk....",чат/группа,https://t.me/bmwmotorrad_baraholka,bmwmotorrad_baraholka,3323,"да, это чат/группа",по согласованию / неясно,"Есть контакт/упоминание размещения, но бесплатность не подтверждена.",не указаны в web-карточке,средний размер аудитории; фактическая активность постов/онлайн не проверена web-источником,не удалось проверить без Telegram API / просмотра t.me/s,"Группа ""Барахолка BMW"" предназначена для продажи мотоциклов, запчастей и услуг. Правила размещения объявлений: указывать название товара, прикреплять фото, указывать местонахождение, возможность доставки и стоимость. Ограничение — не более",tg-cat public search,https://tg-cat.com/@bmwmotorrad_baraholka,https://tg-cat.com/?search=%D0%BC%D0%BE%D1%82%D0%BE%D1%86%D0%B8%D0%BA%D0%BB%D1%8B&type=supergroup&lang=en,мотоциклы
2026-07-05,Мототехника,Мототехника; Чаты купли-продажи,Не указано / другой регион,Авто мото Приморск,чат/группа,https://t.me/avtomoto_prim,avtomoto_prim,3284,"да, это чат/группа",по согласованию / неясно,"Есть контакт/упоминание размещения, но бесплатность не подтверждена.",не указаны в web-карточке,средний размер аудитории; фактическая активность постов/онлайн не проверена web-источником,не удалось проверить без Telegram API / просмотра t.me/s,"🌟 Присоединяйтесь к группе ""Авто мото Приморск""! Здесь вы можете продавать и покупать авто, мото технику и запчасти. 🚗🛵 Напишите админу для размещения рекламы! Объявления не по теме будут удалены",tg-cat public search,https://tg-cat.com/@avtomoto_prim,https://tg-cat.com/?search=%D0%BC%D0%BE%D1%82%D0%BE%D1%82%D0%B5%D1%85%D0%BD%D0%B8%D0%BA%D0%B0&type=supergroup&lang=en; https://tg-cat.com/?search=%D0%BC%D0%BE%D1%82%D0%BE&type=supergroup&lang=en,мото; мототехника
2026-07-05,Чаты купли-продажи,Мототехника; Чаты купли-продажи,Не указано / другой регион,АВТОРЫНОК - КРЫМ на КОЛЁСАХ | Авто барахолка Крыма,чат/группа,https://t.me/crimea_drom,crimea_drom,3271,"да, это чат/группа",неизвестно,В открытой web-карточке условия публикации не указаны.,не указаны в web-карточке,средний размер аудитории; фактическая активность постов/онлайн не проверена web-источником,не удалось проверить без Telegram API / просмотра t.me/s,"Добро пожаловать в сообщество «АвторыноК - Крым на Колёсах»! 🚗 Здесь вы найдете всё, что связано с автомобилями, мотоциклами и велосипедами. Ищете купить, продать или обменять? У нас есть всё:",tg-cat public search,https://tg-cat.com/@crimea_drom,https://tg-cat.com/?search=%D0%B0%D0%B2%D1%82%D0%BE%20%D0%B1%D0%B0%D1%80%D0%B0%D1%85%D0%BE%D0%BB%D0%BA%D0%B0&type=supergroup&lang=en,авто барахолка
2026-07-05,Чаты купли-продажи,Чаты купли-продажи,Не указано / другой регион,АВТО БАРАХОЛКА СОЧИ 🚙,чат/группа,https://t.me/avtorinok_sochi,avtorinok_sochi,3225,"да, это чат/группа",да / есть указание в описании,В описании есть слово “бесплатно/бесплатная”.,не указаны в web-карточке,средний размер аудитории; фактическая активность постов/онлайн не проверена web-источником,не удалось проверить без Telegram API / просмотра t.me/s,Добро пожаловать в нашу уникальную Авто Барахолку Сочи! 🚙🙋🏻‍♂️ Здесь вы найдете отличные предложения по продаже б/у автозапчастей и автомобилей в самом сердце Сочи. Эта бесплатная группа создана для общения автол,tg-cat public search,https://tg-cat.com/@avtorinok_sochi,https://tg-cat.com/?search=%D0%B0%D0%B2%D1%82%D0%BE%20%D0%B1%D0%B0%D1%80%D0%B0%D1%85%D0%BE%D0%BB%D0%BA%D0%B0&type=supergroup&lang=en,авто барахолка
2026-07-05,Мототехника,Мототехника; Обмен автомобилей; Чаты купли-продажи,Не указано / другой регион,АВТО ГЕРМАНИЯ | AUTOS DEUTSCHLAND,чат/группа,https://t.me/avtomobili_germania,avtomobili_germania,3190,"да, это чат/группа",неизвестно,В открытой web-карточке условия публикации не указаны.,не указаны в web-карточке,средний размер аудитории; фактическая активность постов/онлайн не проверена web-источником,не удалось проверить без Telegram API / просмотра t.me/s,"🚗 Добро пожаловать в группу ""Авто Германия""! Здесь вы найдете всё о продаже и покупке авто и мото, ремонте, а также сможете обменяться опытом и оставить отзывы. Присоединяйтесь к нам для получения полезной информации и поддержки! 🇩🇪✨",tg-cat public search,https://tg-cat.com/@avtomobili_germania,https://tg-cat.com/?search=%D0%BE%D0%B1%D0%BC%D0%B5%D0%BD%20%D0%B0%D0%B2%D1%82%D0%BE&type=supergroup&lang=en; https://tg-cat.com/?search=%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%B6%D0%B0%20%D0%BC%D0%BE%D1%82%D0%BE&type=supergroup&lang=en,обмен авто; продажа мото
2026-07-05,Обмен автомобилей,Мототехника; Обмен автомобилей; Чаты купли-продажи,Не указано / другой регион,"АВТОРЫНОК 56 ОРЕНБУРГ И ОБЛАСТЬ (куплю, продам, обменяю...",чат/группа,https://t.me/auto_156,auto_156,3140,"да, это чат/группа",неизвестно,В открытой web-карточке условия публикации не указаны.,не указаны в web-карточке,средний размер аудитории; фактическая активность постов/онлайн не проверена web-источником,не удалось проверить без Telegram API / просмотра t.me/s,"Группа ""АВТОРЫНОК 56 ОРЕНБУРГ И ОБЛАСТЬ"" предназначена для покупки, продажи и обмена автомобилей, мотоциклов и запчастей. Убедитесь, что указываете цену и описание продаваемого товара",tg-cat public search,https://tg-cat.com/@auto_156,https://tg-cat.com/?search=%D0%BA%D1%83%D0%BF%D0%BB%D1%8E%20%D0%BF%D1%80%D0%BE%D0%B4%D0%B0%D0%BC%20%D0%B0%D0%B2%D1%82%D0%BE&type=supergroup&lang=en; https://tg-cat.com/?search=%D0%BE%D0%B1%D0%BC%D0%B5%D0%BD%20%D0%B0%D0%B2%D1%82%D0%BE&type=supergroup&lang=en,куплю продам авто; обмен авто
